iter	MultiClass
475	0.3211746948
476	0.3209191716
477	0.3207496931
478	0.3196539726
479	0.3194752356
480	0.3192281338
481	0.3191460001
482	0.318890261
483	0.3185425363
484	0.3181749557
485	0.3180055157
486	0.3179159692
487	0.3177879134
488	0.3172952289
489	0.3169176512
490	0.3162849293
491	0.3160359171
492	0.3151895598
493	0.3149039841
494	0.3147861283
495	0.314686878
496	0.3144013344
497	0.3141492166
498	0.3140495916
499	0.3138933956
500	0.3137933918
501	0.3132675611
502	0.3130169095
503	0.3127746686
504	0.3124942844
505	0.3120208873
506	0.3115597043
507	0.3110995865
508	0.3104502319
509	0.3098451883
510	0.3096442733
511	0.3091991312
512	0.3089846094
513	0.3087376132
514	0.3081682603
515	0.3079409699
516	0.3066274587
517	0.3063059771
518	0.3059864946
519	0.3055924406
520	0.3054778916
521	0.3052427561
522	0.3044976758
523	0.3042907972
524	0.3039717587
525	0.3037254771
526	0.3025050593
527	0.302421114
528	0.3023274473
529	0.3015346014
530	0.3014103145
531	0.3012778855
532	0.3005169233
533	0.3004232944
534	0.30032948
535	0.2999899532
536	0.2997103516
537	0.299590274
538	0.2992603581
539	0.2985472254
540	0.2982744239
541	0.2978361339
542	0.2968431669
543	0.2964452419
544	0.2959641475
545	0.2953782948
546	0.2952956926
547	0.2950863535
548	0.2950243643
549	0.2948643507
550	0.2947549835
551	0.2946622451
552	0.2938197892
553	0.2934812596
554	0.2931568061
555	0.2928899308
556	0.2925839022
557	0.2923761518
558	0.2919072693
559	0.2912467241
560	0.2906064873
561	0.2899166608
562	0.2898297017
563	0.28964277
564	0.2895641729
565	0.2891909371
566	0.2890804215
567	0.2889834083
568	0.2885288708
569	0.2882403096
570	0.2878545919
571	0.2876616375
572	0.2872833277
573	0.2870433376
574	0.2857622358
575	0.2853684354
576	0.2845385125
577	0.2840170733
578	0.2839176222
579	0.2832954095
580	0.2832288573
581	0.282475425
582	0.2816957556
583	0.2814763666
584	0.2810637548
585	0.280449228
586	0.2802002699
587	0.2799409284
588	0.2796580236
589	0.2795537458
590	0.279282215
591	0.2789315824
592	0.2788681657
593	0.278666254
594	0.2785922494
595	0.2772721745
596	0.2770284253
597	0.276878667
598	0.2758781805
599	0.2755991751
600	0.2746680225
601	0.2743130093
602	0.2740592312
603	0.2739699319
604	0.2738069156
605	0.2731050785
606	0.2727442313
607	0.2722931707
608	0.2717925219
609	0.2716792379
610	0.2714513302
611	0.2706748163
612	0.2699844524
613	0.2698301625
614	0.2689961214
615	0.2683701862
616	0.2676717303
617	0.266664945
618	0.2653192961
619	0.2646832503
620	0.2644561167
621	0.2642434312
622	0.2641568113
623	0.2639971573
624	0.2635394656
625	0.262751284
626	0.2623797568
627	0.2620107228
628	0.2619409702
629	0.261799586
630	0.2615377945
631	0.2611084387
632	0.260854308
633	0.2605292342
634	0.2604522359
635	0.2601037267
636	0.259987466
637	0.259913665
638	0.2598232044
639	0.2594560941
640	0.2591786072
641	0.2588979105
642	0.2588308057
643	0.2585195508
644	0.2580824319
645	0.2580137108
646	0.257587305
647	0.2574252851
648	0.2572965924
649	0.2561274261
650	0.2559040626
651	0.2558235071
652	0.2555172038
653	0.25544769
654	0.254943169
655	0.2548606765
656	0.2547690902
657	0.2547139741
658	0.2545469992
659	0.2541676827
660	0.2539890423
661	0.2535354875
662	0.2533040537
663	0.252902502
664	0.2527468079
665	0.2520263474
666	0.2512228525
667	0.2511028178
668	0.2505880302
669	0.2503160933
670	0.2502179236
671	0.2500595251
672	0.2493271218
673	0.249170995
674	0.2490400624
675	0.2489088088
676	0.2485347316
677	0.2481626971
678	0.2480067005
679	0.247725845
680	0.2473887462
681	0.2472805693
682	0.2466020355
683	0.2462771531
684	0.2461039793
685	0.2458909029
686	0.2457529793
687	0.2452162397
688	0.2451460313
689	0.2450731842
690	0.2449248014
691	0.2446251306
692	0.2445569294
693	0.2443938102
694	0.2438148263
695	0.2435668814
696	0.242974378
697	0.2429139628
698	0.2426597132
699	0.2425023266
700	0.2421916862
701	0.2420110291
702	0.2419504746
703	0.24139309
704	0.2409909957
705	0.2408482565
706	0.24039292
707	0.2400081602
708	0.2399366408
709	0.2397296621
710	0.2395299952
711	0.2393033426
712	0.2391063127
713	0.2388286622
714	0.2380499628
715	0.2374401791
716	0.2373809773
717	0.2370310362
718	0.2367570626
719	0.2365388025
720	0.236280782
721	0.236026804
722	0.2351010906
723	0.2344536902
724	0.2339417764
725	0.2338490103
726	0.2336735472
727	0.2329021431
728	0.2326232687
729	0.2322983771
730	0.2319855068
731	0.2315767194
732	0.2313139908
733	0.2312404914
734	0.2303033042
735	0.2302174544
736	0.2301621292
737	0.2297617736
738	0.2290462304
739	0.2287310023
740	0.2281545656
741	0.2280420422
742	0.2279880196
743	0.2278063949
744	0.2272624277
745	0.2271328503
746	0.2269910968
747	0.2267894407
748	0.2264495716
749	0.2263936921
750	0.2261262128
751	0.226052661
752	0.2258944056
753	0.225686728
754	0.2253578733
755	0.2252780124
756	0.225124611
757	0.2250512661
758	0.2247091175
759	0.2239069955
760	0.2238477405
761	0.2237324469
762	0.2236091732
763	0.2234853197
764	0.2234327096
765	0.223073603
766	0.223018928
767	0.2220585196
768	0.2218837139
769	0.2217094386
770	0.2215778744
771	0.2215306055
772	0.22123277
773	0.2207956457
774	0.2207251809
775	0.2205535096
776	0.2204977613
777	0.2203720943
778	0.2203236376
779	0.2200290931
780	0.2198671181
781	0.2198167274
782	0.2188375061
783	0.2183080002
784	0.2180774787
785	0.2179579408
786	0.2178623879
787	0.2177354257
788	0.2173268941
789	0.2171964132
790	0.2169334504
791	0.2166707676
792	0.2164339597
793	0.2162739945
794	0.2162215709
795	0.2159192515
796	0.2158761278
797	0.2158267686
798	0.2152710692
799	0.215086096
800	0.2149097971
801	0.2147015689
802	0.2144997382
803	0.2140457388
804	0.2139278627
805	0.2137099573
806	0.2130950103
807	0.2128191433
808	0.2127000905
809	0.2125163652
810	0.2124690702
811	0.212414161
812	0.212239449
813	0.2119072667
814	0.2118572325
815	0.2114560182
816	0.2113107992
817	0.2112663956
818	0.2111485262
819	0.2109882232
820	0.2109419931
821	0.2106954303
822	0.2105751794
823	0.2105158919
824	0.210401158
825	0.2098583337
826	0.2097563645
827	0.209390248
828	0.2092491818
829	0.2085755222
830	0.208433904
831	0.2082878073
832	0.2080375418
833	0.2078628371
834	0.2077219751
835	0.2074425356
836	0.2073846934
837	0.2064277939
838	0.2060200183
839	0.2058243405
840	0.2056961408
841	0.2054528455
842	0.2049351009
843	0.2047262483
844	0.2046213676
845	0.2043368882
846	0.204020659
847	0.2039289539
848	0.2035559978
849	0.2028379163
850	0.2026944162
851	0.2026359153
852	0.2025660794
853	0.2023374774
854	0.202073779
855	0.2019417374
856	0.2018944526
857	0.2016172142
858	0.2013241812
859	0.2008344434
860	0.2005934426
861	0.2002198707
862	0.1997531747
863	0.1995023438
864	0.1994653682
865	0.1993451097
866	0.1988256661
867	0.1986168402
868	0.1985104803
869	0.1982540516
870	0.1978346784
871	0.197695298
872	0.1974870435
873	0.1972648069
874	0.1972109913
875	0.1971409483
876	0.1970500001
877	0.196949373
878	0.1967706184
879	0.1962005626
880	0.1960579849
881	0.195965973
882	0.1956457992
883	0.1954897707
884	0.1952929094
885	0.1950741574
886	0.1950402454
887	0.1944192894
888	0.1943807368
889	0.1940399321
890	0.1939869982
891	0.1939008378
892	0.1936261181
893	0.1935394079
894	0.1932388317
895	0.1930937353
896	0.1928351581
897	0.1924568825
898	0.191777175
899	0.1917063301
900	0.1910373319
901	0.1908157452
902	0.1903577215
903	0.1899227992
904	0.189764546
905	0.1896805552
906	0.189153913
907	0.1890957307
908	0.1890198791
909	0.188969566
910	0.1886227746
911	0.1884212917
912	0.1881001076
913	0.1880548807
914	0.1879993188
915	0.1877926766
916	0.187681486
917	0.1876198337
918	0.1875089726
919	0.1873608447
920	0.1872823872
921	0.1870660728
922	0.1869871395
923	0.1868784646
924	0.1867613286
925	0.1866026551
926	0.1864125787
927	0.1861228203
928	0.1860065159
929	0.1856888916
930	0.1854567994
931	0.1849816592
932	0.1847354336
933	0.1844264144
934	0.1842528541
935	0.1841592396
936	0.1839493092
937	0.1837394244
938	0.1836986098
939	0.1836483089
940	0.1834905016
941	0.1833522889
942	0.1832163077
943	0.1829395112
944	0.1827120955
945	0.182517577
946	0.1822426373
947	0.1822033602
948	0.1820743264
949	0.1820283678
950	0.1818807799
951	0.1815521446
952	0.1813158723
953	0.181252683
954	0.1810307467
955	0.1805242386
956	0.1803980155
957	0.1802728053
958	0.1801781157
959	0.1800794558
960	0.1799379722
961	0.1797539765
962	0.1797027848
963	0.1796534589
964	0.1792222534
965	0.1790955354
966	0.179014156
967	0.178943809
968	0.1785546067
969	0.1784736198
970	0.1784053933
971	0.1783014058
972	0.1781338345
973	0.1778984222
974	0.1778628034
975	0.1778237156
976	0.1777575781
977	0.1775984728
978	0.1775533897
979	0.1772592096
980	0.1770318439
981	0.1769623888
982	0.1769133098
983	0.176638987
984	0.1765390257
985	0.1764651715
986	0.1762956381
987	0.1761889171
988	0.1759820745
989	0.1758676948
990	0.1758270855
991	0.1755600668
992	0.175506276
993	0.1754121241
994	0.1751800351
995	0.1750876604
996	0.1749501853
997	0.1749111389
998	0.1746676173
999	0.1744962168
